Mi-Yen Yeh-->dasfaa:0.710320223238,tkde:0.681235077363,dawak:0.600396583144,vldb:0.592377304885,dmkd:0.556184105837,kais:0.553054002682,dexa:0.51264946879,widm:0.50457100222,cikm:0.499471629538,asunam:0.489100280583,dolap:0.485356711901,tsdm:0.480619412715,icwsm:0.41510104149,kdd:0.414428087377,kdid:0.389655339203,pakdd:0.37794951301,datamine:0.371313744233,tkdd:0.353906031952,cinq:0.338322985229,sdm:0.336661107636,icdm:0.330365229765,www:0.316049577896,adma:0.280582908604,sadm:0.256430829391,dmkdttt:0.256001189814,mlg:0.252862705679,ideal:0.22893527699,pkdd:0.227811166114,ijbidm:0.226067586654,sigkdd:0.222630952946,ida:0.218183710793,dw:0.218104231192,minenet:0.205878689376,cidm:0.196768587875,dmdw:0.19371604672,ausdm:0.190015044981,classification:0.180670296453,ijdmmm:0.171579099291,dmin:0.169761241707,mldm:0.166009720731,casdmkm:0.145984645415,fimi:0.136601872304,iat:0.12935991543,aisadm:0.129254672631,admi:0.129145088433,riao:0.116213762954,dis:0.109155121173,wkdd:0.109018120527,ijdmb:0.104297016732,webmine:0.0988049572421,incdm:0.0968938198331,ijkedm:0.0954567769181,ijict:0.0936848062385,tgis:0.0926235759999,jaif:0.0886984018732,itpro:0.0880302408302,vdmb:0.082384452142,isjgp:0.0741009847889,dq:0.0722170075919,biodatamining:0.0708310726884,icetet:0.0695597249622,edm:0.0600252341135,dmo:0.0579828028095,oir:0.051827908333,csda:0.050874023197,grc:0.0501767635413,inffus:0.0383358166469,jecr:0.0340306335126,ipl:0.0329280416438,jkm:0.0254212918834,trs:0.0252865893256,kelsi:0.024210583652,ijicte:0.0177829842893,ijkm:0.0170692755688
Tao Pei-->vdmb:0.577746714534,classification:0.446634389451,ida:0.432790566589,ijbidm:0.393628562378,ijdmmm:0.37057949975,pakdd:0.368429232092,tsdm:0.365951686458,adma:0.352286306625,sadm:0.343286551681,cidm:0.334029757391,ijkedm:0.326875333859,sdm:0.322762119,kelsi:0.3175312812,dis:0.305683384876,datamine:0.298268044051,kais:0.294088850436,icdm:0.291810222504,dmin:0.284372923128,ijdmb:0.276726761759,biodatamining:0.274863131002,casdmkm:0.273834687907,ideal:0.267700365703,admi:0.26580832465,dawak:0.254757232898,incdm:0.248427228958,cinq:0.244434831964,ausdm:0.228688676782,aisadm:0.218321602663,kdid:0.211832545843,pkdd:0.199682797828,tkdd:0.196325679336,dmkd:0.171845411875,widm:0.16246712068,mldm:0.159543898228,dmo:0.1561221065,kdd:0.153956696188,tkde:0.145297229486,sigkdd:0.14278883048,dmkdttt:0.127498598095,grc:0.118018260463,ijict:0.0985437344175,dexa:0.0949984605683,dmdw:0.0890568749159,mlg:0.0887517945489,trs:0.0781396487068,icetet:0.0776970554626,dasfaa:0.0767528477055,riao:0.0705546200841,csda:0.061840052935,dolap:0.0555479358705,fimi:0.0512653978118,tgis:0.0503035349175,iat:0.0475467187103,vldb:0.0442419434155,minenet:0.0362212109766,wkdd:0.0285057839281,cikm:0.0251023288278,asunam:0.0230822061897,dw:0.0161292698993,isjgp:0.0133804095099,www:0.0118442367695,itpro:0.0108936944201,inffus:0.0100455233727,ijkm:0.00866400674136,jaif:0.00649213299347,jkm:0.00376950142776,ijicte:0.00319036574081,webmine:0.0,ipl:0.0,edm:0.0,oir:0.0,dq:0.0,jecr:0.0,icwsm:0.0
B. Aditya Prakash-->tkdd:0.154543344635,kdd:0.11138396759,cinq:0.108732925301,icwsm:0.102239205838,ipl:0.10044296512,jecr:0.0913409286332,tkde:0.0891121917587,dmkd:0.0838231426241,kdid:0.0791726747056,dawak:0.0703597509781,tsdm:0.0694881286371,classification:0.0646372320328,vldb:0.0628390545546,dasfaa:0.0589453117897,isjgp:0.0581324029044,kais:0.0550842836197,widm:0.0546244626018,asunam:0.0537860998955,oir:0.0537401356411,dolap:0.0536708154231,dexa:0.0533496691104,datamine:0.0484161663146,edm:0.0480607260843,cikm:0.045596316916,pakdd:0.0378671398901,sdm:0.0367996815751,ijicte:0.0353171728952,sigkdd:0.0312436295543,mlg:0.0305929270539,pkdd:0.0261668654123,sadm:0.0254899872421,icdm:0.0246437083273,fimi:0.0225201724339,admi:0.0206022147267,minenet:0.017813137327,ijict:0.0176237446425,dis:0.0169460227673,ausdm:0.0161106034549,mldm:0.015691722312,dmo:0.0140222886842,adma:0.0105115476375,ijbidm:0.0103609178459,riao:0.0103192126404,www:0.00985673033454,incdm:0.00913969119358,icetet:0.00899838848063,aisadm:0.00842063029524,dmin:0.00623887020141,ijdmmm:0.00604568618317,dmdw:0.005518740228,ideal:0.00521598362802,casdmkm:0.00491926420506,kelsi:0.00468440937197,csda:0.00352964362158,jaif:0.00310022057864,grc:0.00249453848965,tgis:0.0022916348148,wkdd:0.00190940302657,ijdmb:0.00180121732255,trs:0.00153413838162,cidm:0.00146145001527,inffus:0.00110522300361,webmine:0.000670546730655,itpro:0.000600330980985,dw:0.0,vdmb:0.0,ijkm:0.0,biodatamining:0.0,iat:0.0,dq:0.0,ijkedm:0.0,jkm:0.0,dmkdttt:0.0,ida:0.0
Hong Yu-->trs:0.801162780861,grc:0.76291085368,wkdd:0.46885098216,ijict:0.347814890029,kelsi:0.318986916622,dmo:0.315960051134,ipl:0.28779025992,adma:0.269765802596,dmkdttt:0.252953996602,dmin:0.248781900173,biodatamining:0.247226012453,ideal:0.245930392788,iat:0.24086124163,aisadm:0.232373313876,icetet:0.226336400124,dis:0.226117400798,ida:0.222359251336,isjgp:0.199163813879,kais:0.188292150666,jaif:0.184108142125,ausdm:0.182370651067,mlg:0.17626181013,ijbidm:0.174006239601,ijkedm:0.162086744015,edm:0.15899924496,incdm:0.153423222266,mldm:0.151449673058,cinq:0.147126796836,ijdmb:0.147011636775,cidm:0.1468142689,inffus:0.140181785152,pakdd:0.136175998625,admi:0.131454606004,dw:0.124262876469,tsdm:0.122781561563,vdmb:0.119064517229,widm:0.106129278099,casdmkm:0.102040034639,kdid:0.100379308423,pkdd:0.0994293013214,tkde:0.0912695978897,tgis:0.0880932686962,ijdmmm:0.0864746338358,dexa:0.0817302992942,jecr:0.0739412728346,oir:0.0722483198334,fimi:0.0714000377671,sigkdd:0.0692556358046,classification:0.0678161995166,ijicte:0.0662244840352,sadm:0.0577980690375,datamine:0.0541071335247,itpro:0.0530804612157,dasfaa:0.0472527765479,riao:0.0392951380547,tkdd:0.0352271937407,ijkm:0.034279781446,www:0.033332093434,kdd:0.03268552974,icdm:0.0312706303112,vldb:0.0302727729837,sdm:0.0274156948307,asunam:0.025416651686,jkm:0.0247867283961,dawak:0.0204827976027,dmkd:0.0204399958245,icwsm:0.0187936449568,dmdw:0.0139068222702,dolap:0.0122153284098,csda:0.0101896536821,dq:0.00603072960262,webmine:0.0,minenet:0.0,cikm:0.0
Pinar Yolum-->pkdd:0.451039478718,icdm:0.448869750909,tkdd:0.437118189401,adma:0.424062681047,sdm:0.382680444938,cikm:0.37925247055,kdd:0.374858033828,aisadm:0.36998555761,asunam:0.329308662421,iat:0.328474635226,mldm:0.327711397468,icwsm:0.318521243938,pakdd:0.316420064392,kais:0.30511918,www:0.2995585048,admi:0.289912840155,webmine:0.287347892243,mlg:0.278734830723,cidm:0.267226311271,ideal:0.251222604729,ijdmmm:0.237244380388,ida:0.232578868829,isjgp:0.231096887065,datamine:0.21706102089,ijkedm:0.197205496466,dis:0.189064694576,sadm:0.187108504873,edm:0.18121193571,sigkdd:0.175273713619,wkdd:0.172856997537,kelsi:0.172523217798,ijkm:0.161936187216,riao:0.161340845479,tgis:0.155043471082,jkm:0.151222740386,jecr:0.147897625172,dmin:0.147888700073,ausdm:0.147562023247,itpro:0.136803250818,incdm:0.136113796518,tkde:0.133303177898,ijdmb:0.126159920375,widm:0.10322327267,ijict:0.0986379475828,oir:0.0983517432631,casdmkm:0.0936736877296,ijbidm:0.0890765143904,dexa:0.0881958847835,vldb:0.0824302994814,dmo:0.0770754299355,ijicte:0.0744686207834,minenet:0.0708389478922,classification:0.064341466871,grc:0.0640200967736,dasfaa:0.0632147523302,dmkd:0.0565036727709,dq:0.056314164972,dmdw:0.0559660584208,icetet:0.0466960006874,tsdm:0.0460891498155,jaif:0.044921727964,vdmb:0.0440881771543,inffus:0.0438917064565,dawak:0.0365812779916,dolap:0.0337652421905,kdid:0.0264997136338,dw:0.0204859450926,dmkdttt:0.019483385516,csda:0.0170611545456,fimi:0.0125628454487,cinq:0.00583849114693,trs:0.00547788733967,ipl:0.0,biodatamining:0.0
Jonas Poelmans-->riao:0.507871800474,dmkdttt:0.303688594952,ijkedm:0.298260037024,incdm:0.27481516033,widm:0.176207123797,casdmkm:0.174401916417,sadm:0.137574326086,aisadm:0.125138931055,mldm:0.119852831257,ideal:0.112851386622,dmin:0.111082115332,cidm:0.0967583241563,dis:0.0905930381358,adma:0.0872356562998,wkdd:0.0757821781804,dolap:0.0738129513007,cikm:0.0702686203767,minenet:0.0583131983802,trs:0.0576858791208,ijkm:0.0474883552034,grc:0.0422807742906,oir:0.0372313432912,kelsi:0.0285504258282,vdmb:0.0240249222818,cinq:0.0213164408566,ijdmb:0.0199902392903,ausdm:0.0199432650986,biodatamining:0.0180942302643,kdid:0.0175379370307,ijbidm:0.0134643885579,admi:0.0117786117921,ida:0.0111017962357,ijdmmm:0.0104717539364,sigkdd:0.00895443551929,dmo:0.00860538095668,pakdd:0.00843524023751,ijict:0.00836946957536,mlg:0.00773978227332,kdd:0.0064499735478,pkdd:0.00625328749273,datamine:0.00610380718263,icetet:0.00597688881682,icdm:0.00529094498096,kais:0.00485402159953,dmkd:0.00403351065237,tkdd:0.00340445899146,dawak:0.00328047849225,iat:0.00287152179041,www:0.00218610615006,sdm:0.00217823036449,dexa:0.00165761675999,jkm:0.00120894170209,dmdw:0.00113319916496,jaif:0.00108207684628,dw:0.000959834486028,tkde:0.000899241961407,dasfaa:0.000854309040726,vldb:0.000702032828975,itpro:0.000687135426123,webmine:0.0,ipl:0.0,edm:0.0,csda:0.0,isjgp:0.0,classification:0.0,ijicte:0.0,dq:0.0,tgis:0.0,tsdm:0.0,inffus:0.0,jecr:0.0,fimi:0.0,icwsm:0.0,asunam:0.0
Cong Yu-->dasfaa:0.870242287621,tkde:0.763583372591,vldb:0.759207944956,dexa:0.677380496559,cikm:0.579762941847,widm:0.556540725173,dolap:0.532435627314,dawak:0.529617893281,dmkd:0.526776212548,kais:0.504109552384,kdid:0.472765799441,tsdm:0.428461370677,cinq:0.401738422228,kdd:0.334592115005,dw:0.319397575753,tkdd:0.276509298561,datamine:0.272948383321,www:0.267834835161,pakdd:0.243786795779,asunam:0.241439615131,sigkdd:0.235370592441,riao:0.226032205079,minenet:0.215090443188,sdm:0.212945297153,icwsm:0.210683454761,mlg:0.202949682528,admi:0.186221806665,icdm:0.178018867897,sadm:0.161082744225,pkdd:0.158604302485,dmdw:0.149229210568,fimi:0.142786582275,ijict:0.130267546672,aisadm:0.12892777762,ausdm:0.127292774871,iat:0.124969412163,mldm:0.117793199725,dmo:0.10303871457,ijbidm:0.102543500139,adma:0.102238124558,incdm:0.0897862851883,icetet:0.0883539068227,csda:0.0763474823329,dis:0.0748370473189,jaif:0.0680639402337,wkdd:0.0671488282289,ijdmb:0.0560553932946,biodatamining:0.0543593234438,webmine:0.0477663297623,dq:0.0414612050658,classification:0.0381094084775,edm:0.037564594002,ipl:0.0312875904033,ideal:0.0308321057221,itpro:0.029137596802,ida:0.0283032599869,kelsi:0.0255378360744,oir:0.023090780561,dmin:0.022787309664,inffus:0.0223556304678,ijdmmm:0.0222760016205,tgis:0.0221664597082,casdmkm:0.0219780864854,isjgp:0.0218566921778,cidm:0.0182755390663,dmkdttt:0.0179682432874,vdmb:0.0173472008817,jecr:0.0113699326898,jkm:0.00665703702194,ijicte:0.00617948350865,grc:0.00387318329053,ijkedm:0.00381908408149,trs:0.00298088580318,ijkm:0.00139919227912
Koji Yamamoto-->riao:0.447955425121,inffus:0.292494162657,dmo:0.267745574269,jaif:0.210736129265,iat:0.196011819068,wkdd:0.190766772529,ijict:0.160120034575,icetet:0.150776184968,cikm:0.139092771208,ijicte:0.137430419763,widm:0.103236313682,mldm:0.0976844016524,edm:0.090798887617,www:0.0905873154124,casdmkm:0.0793882455536,incdm:0.0784566907308,kais:0.0767553436393,biodatamining:0.0720685570241,vdmb:0.0715927465445,tgis:0.0687486322652,ideal:0.06382616661,dexa:0.0593056713867,dasfaa:0.0565607687246,ausdm:0.0556958672563,fimi:0.05183691219,aisadm:0.049615256187,sadm:0.0428832200958,jecr:0.0392561790111,dmkdttt:0.0268991390663,dis:0.0265430393447,ijdmmm:0.0253966963597,itpro:0.0224951119677,cidm:0.0214846783224,tkdd:0.0200327212285,grc:0.0189280786989,ida:0.0189057055389,oir:0.0186283371725,icwsm:0.0183890717188,webmine:0.0173312132785,dmin:0.0172866651825,sigkdd:0.0139868051487,admi:0.0125676033094,dmkd:0.0117883680985,kdd:0.0116691049741,kelsi:0.0114627787729,ijkm:0.0108532844414,trs:0.0105230194141,isjgp:0.0102879589848,cinq:0.00987122593434,asunam:0.00936058580848,classification:0.00888608861961,ipl:0.00654495773745,dmdw:0.0,icdm:0.0,ijbidm:0.0,dw:0.0,datamine:0.0,csda:0.0,dawak:0.0,pkdd:0.0,pakdd:0.0,tkde:0.0,dq:0.0,ijkedm:0.0,vldb:0.0,adma:0.0,jkm:0.0,tsdm:0.0,sdm:0.0,minenet:0.0,dolap:0.0,ijdmb:0.0,mlg:0.0,kdid:0.0
Jun Wei-->kelsi:0.581038503574,grc:0.541005193184,trs:0.530429445229,cinq:0.458629491845,ausdm:0.439614017194,vdmb:0.437218921118,dis:0.436150195464,ijdmb:0.37796397425,biodatamining:0.375429616039,aisadm:0.373099983495,ijkedm:0.354135207342,adma:0.322571092001,kdid:0.308075910936,ida:0.306124805051,ijbidm:0.291069337836,incdm:0.290354618792,wkdd:0.274833869081,dmo:0.273609783892,cidm:0.263720973447,ideal:0.25906558499,dmin:0.253215224116,widm:0.250865593477,casdmkm:0.24677864687,kais:0.243806931188,admi:0.241137877309,ijdmmm:0.240606775041,pakdd:0.226933252635,mlg:0.222045142961,sigkdd:0.207269164634,dasfaa:0.206959310761,mldm:0.19394998511,cikm:0.187995977443,icwsm:0.177973500835,ijict:0.171967043331,dmkdttt:0.158356849625,kdd:0.157615829566,vldb:0.156963583401,pkdd:0.156527809042,tkde:0.151238700746,dexa:0.142857446237,www:0.140530138567,icetet:0.138555851592,itpro:0.124009323593,dw:0.123176301876,tkdd:0.114458402951,isjgp:0.112582384655,datamine:0.111137805482,dawak:0.105685235407,icdm:0.10488807043,dolap:0.103412730705,minenet:0.096240855145,edm:0.0929607657476,dmkd:0.0853060201159,iat:0.0836913084303,sadm:0.0787499294042,asunam:0.0567032680773,inffus:0.05647958082,tgis:0.0555748990437,fimi:0.0480989166809,ijicte:0.0467000101513,riao:0.0429203887354,oir:0.0414164170791,sdm:0.0396611058146,tsdm:0.0322436463595,jaif:0.0243026608755,ipl:0.0178986789136,csda:0.01293840983,jecr:0.0126341793252,dmdw:0.00986496561362,jkm:0.00668272302877,ijkm:0.00282041721415,webmine:0.0,classification:0.0,dq:0.0
Elena Marchiori-->dmin:0.472340496773,tsdm:0.409948651627,ijdmmm:0.364490744861,ijbidm:0.358669010825,classification:0.348506707933,cidm:0.347099119036,sadm:0.318948872015,ida:0.314873611299,pakdd:0.305634491985,adma:0.300380316226,kais:0.29494973716,icdm:0.28479937765,sdm:0.275433168454,datamine:0.261890818247,dawak:0.239215919639,ideal:0.218962594841,grc:0.179543699404,mldm:0.177490414659,tkdd:0.170249843901,kdd:0.169928211855,jaif:0.169738431509,tkde:0.160800717435,ausdm:0.159689695082,vdmb:0.151753780858,dmkd:0.151023593942,pkdd:0.140640425959,minenet:0.134887938222,trs:0.134000056474,dmkdttt:0.130289914289,ijdmb:0.115579900014,ijkedm:0.11049279815,inffus:0.107259021543,incdm:0.101543100922,biodatamining:0.0951860869752,dasfaa:0.090420942029,wkdd:0.0898357599865,isjgp:0.0885052298752,sigkdd:0.0854131446289,icetet:0.0784688632713,widm:0.0746155368257,csda:0.0660211875883,dmdw:0.063388446204,casdmkm:0.0630225099585,dis:0.062711881435,dmo:0.0599019819492,ijict:0.0496637805267,fimi:0.0495640715753,admi:0.0410030356433,tgis:0.0392019406538,dolap:0.0377751310149,dexa:0.0317679711497,edm:0.0299079177538,aisadm:0.0296710120826,cinq:0.0176175258125,itpro:0.0159171823488,iat:0.0124973154944,dw:0.0120428186728,icwsm:0.0108557131929,ijicte:0.00963285766913,jecr:0.00875463846324,ipl:0.00818325461325,kdid:0.00757200504968,kelsi:0.00686592368878,webmine:0.00653378688087,mlg:0.00386917133907,www:0.0,ijkm:0.0,oir:0.0,dq:0.0,riao:0.0,vldb:0.0,jkm:0.0,cikm:0.0,asunam:0.0
John C. S. Lui-->asunam:0.569802377354,icwsm:0.485927474341,iat:0.314633934066,dexa:0.304844625882,www:0.303381644917,vldb:0.253556235214,ijict:0.235953911702,mlg:0.221864913019,cikm:0.218246707688,riao:0.2115124972,tgis:0.202831322212,aisadm:0.190854122158,ipl:0.186689765475,tkde:0.181184993757,widm:0.173838568621,icetet:0.162646122171,tkdd:0.153787581222,dasfaa:0.151619979947,tsdm:0.138069004469,kdd:0.13803225019,wkdd:0.134480223002,kais:0.118331346494,itpro:0.117752963908,isjgp:0.109995722035,casdmkm:0.109706406228,icdm:0.10722330053,webmine:0.0976528270143,adma:0.0976077303974,sdm:0.0963811363052,ijkm:0.093991696519,ijdmmm:0.0916480874858,dmo:0.0914285868269,sigkdd:0.0805795965175,datamine:0.079638381197,ijbidm:0.0756142168023,jkm:0.0729632441561,dmin:0.0689430177783,ijkedm:0.0643858243064,dawak:0.0624735314972,vdmb:0.0618956337493,ideal:0.0581318107298,pakdd:0.0578591468827,sadm:0.0573725426798,minenet:0.0554685842824,oir:0.0512452074748,inffus:0.0506749777307,classification:0.0504010835961,pkdd:0.0486326028575,cidm:0.047999361111,ausdm:0.0471883515446,edm:0.0462608866089,dolap:0.0460629645519,grc:0.0441430815739,kelsi:0.0431427362852,ida:0.0387106429961,trs:0.0362918830114,dw:0.0354892188654,mldm:0.0341845736126,jaif:0.0340661807913,dis:0.0313536470016,dmkd:0.0259538221749,dmdw:0.0257207396273,biodatamining:0.0234335117628,fimi:0.0202620778056,incdm:0.0136198279264,kdid:0.0129300445949,jecr:0.0123570656225,ijicte:0.0113398183859,ijdmb:0.010842837731,admi:0.00949554130478,csda:0.00654086959285,cinq:0.00522276659069,dq:0.0,dmkdttt:0.0
Guoqing Zhang-->dmkdttt:0.10768019649,ijbidm:0.0993086287335,vdmb:0.0938791139718,admi:0.0850477460423,tkdd:0.0839248165324,sigkdd:0.0822451567905,casdmkm:0.0776090957294,cinq:0.0639474322186,dolap:0.0574222689795,jaif:0.0554629176806,dis:0.0501045976707,classification:0.0495300819591,dq:0.0489923389255,sdm:0.0463786102883,icwsm:0.0431952270967,pakdd:0.0424693861236,adma:0.0415759778285,pkdd:0.0400102225828,kelsi:0.0399209534013,ida:0.0390661159394,jecr:0.0385907942377,asunam:0.0376789972779,icdm:0.0330230335747,kdid:0.0278088013347,kdd:0.0274102818826,minenet:0.0244559466851,ipl:0.0243950883751,isjgp:0.0241660227066,oir:0.0227047671604,dawak:0.021533863536,edm:0.0203052631387,icetet:0.0180664506525,dmdw:0.0156269194965,ijicte:0.0149212162899,ijict:0.0135250299189,dexa:0.0126502438198,vldb:0.0116705566545,aisadm:0.0114229865353,webmine:0.0,www:0.0,itpro:0.0,ausdm:0.0,dw:0.0,datamine:0.0,csda:0.0,ijkm:0.0,tkde:0.0,mldm:0.0,biodatamining:0.0,dasfaa:0.0,ideal:0.0,iat:0.0,riao:0.0,tgis:0.0,ijkedm:0.0,wkdd:0.0,sadm:0.0,jkm:0.0,tsdm:0.0,inffus:0.0,dmin:0.0,cidm:0.0,dmkd:0.0,fimi:0.0,ijdmb:0.0,mlg:0.0,cikm:0.0,widm:0.0,kais:0.0,dmo:0.0,grc:0.0,incdm:0.0,ijdmmm:0.0,trs:0.0
Simon Fong-->cidm:0.342737491713,dmin:0.328928326475,icwsm:0.325432021557,ijdmmm:0.321202569446,ideal:0.278681768733,ijbidm:0.265331714381,adma:0.256707186913,dmkdttt:0.256471034747,kdd:0.244416845612,fimi:0.237742273747,pakdd:0.235551441294,sigkdd:0.223667704438,minenet:0.222570582085,edm:0.22036184206,datamine:0.217521726123,icdm:0.213717849991,ausdm:0.213507128634,tkdd:0.211804954727,kais:0.207127383381,mlg:0.201153509263,asunam:0.20098812324,dmkd:0.20041932943,dawak:0.198510456619,ida:0.197631999516,wkdd:0.197585301869,itpro:0.194446156881,www:0.189926085875,iat:0.187223378303,casdmkm:0.179600348589,isjgp:0.174410718676,cikm:0.162608215159,dolap:0.157283990513,admi:0.156431787127,sdm:0.155364488158,ijkedm:0.152262855269,dmo:0.140247693422,incdm:0.136942586022,sadm:0.127764333017,dis:0.125040085236,ijict:0.122767498046,dmdw:0.122528448637,pkdd:0.122238357791,mldm:0.121151181515,ijdmb:0.120177035674,jaif:0.118489030929,widm:0.112118233831,cinq:0.108385781322,aisadm:0.102682377964,kdid:0.0938751876675,vdmb:0.0843140422014,grc:0.074765616293,dq:0.0713205773474,inffus:0.0706832699444,icetet:0.0703465016341,tgis:0.0694479767762,dasfaa:0.069200462731,ijicte:0.0632576150937,oir:0.0631174876559,tsdm:0.0622335621111,jecr:0.0457292090879,kelsi:0.0401443463605,biodatamining:0.0388567131338,vldb:0.0337107592232,tkde:0.0302533877173,riao:0.0204290171106,classification:0.0147275430009,webmine:0.0138352658332,dexa:0.0130322488786,csda:0.0112995202951,trs:0.00616807821813,ijkm:0.00349556826185,jkm:0.00227032357295,dw:0.00186274852612,ipl:0.0
Hiroyuki Toda-->www:0.345990444751,cikm:0.341607304866,ijkedm:0.269783128278,riao:0.26248153098,iat:0.254628522098,widm:0.212786273809,kelsi:0.210197975113,aisadm:0.205353808153,ausdm:0.201162826323,ijbidm:0.158448935324,adma:0.156383632544,pakdd:0.154025544483,admi:0.153281658247,icwsm:0.139842464803,ideal:0.135907407274,ijdmmm:0.133200626042,oir:0.12829170002,wkdd:0.127416501055,edm:0.116899745233,jecr:0.11581679469,dmkdttt:0.100703007996,dawak:0.100491433146,cidm:0.0948661143428,kdd:0.0936637569752,ida:0.0918238741531,kais:0.0906866708049,dmin:0.0873215255357,mldm:0.0862433470639,ijdmb:0.0852004940507,icetet:0.0807488770601,incdm:0.0805996574423,tkdd:0.0773807044518,dis:0.0751328692977,ijicte:0.0657978286894,cinq:0.0643358232258,dmkd:0.0629424888704,grc:0.0598796062242,icdm:0.0586313485396,pkdd:0.0584951992553,jaif:0.0573546345072,itpro:0.0570607562642,datamine:0.056911909182,isjgp:0.0568173599915,dolap:0.0542295784117,biodatamining:0.0493827588013,mlg:0.0484925378848,fimi:0.0463185846565,ijict:0.045809009517,asunam:0.042588770182,dmdw:0.0413994446022,tsdm:0.0402978732149,webmine:0.0361058889003,tkde:0.0357465836988,kdid:0.0356215620239,dasfaa:0.0310229619388,dexa:0.0308204791198,dmo:0.0278218149713,tgis:0.0242951598703,vldb:0.0242889403221,minenet:0.0237307721227,sdm:0.022870832956,casdmkm:0.0187689526885,trs:0.0166192223997,sadm:0.0127455938504,sigkdd:0.0126702666016,vdmb:0.00609944094837,csda:0.00186538187995,ijkm:0.00104368733772,ipl:0.0,dw:0.0,classification:0.0,dq:0.0,jkm:0.0,inffus:0.0
Tao Yang-->oir:0.571336332264,pkdd:0.491305569166,ijicte:0.486984947415,sdm:0.481031409054,jecr:0.466897493885,icdm:0.462777112349,adma:0.447077164627,mldm:0.409481142672,tkdd:0.398344605798,pakdd:0.398096546687,ida:0.371518395827,cidm:0.365996619261,kais:0.362148120543,kdd:0.344264701106,itpro:0.325337566776,ideal:0.321466847601,datamine:0.303424287857,dmin:0.300935232216,sadm:0.292564638254,cikm:0.289454300699,ijict:0.268459912609,edm:0.250668742077,ijbidm:0.246846222701,ijkm:0.239323842182,tgis:0.236075441029,mlg:0.235931763032,ijdmmm:0.235524071231,incdm:0.23137245637,dmo:0.226213357866,isjgp:0.217319846638,dis:0.216749324544,jkm:0.212184221393,www:0.211378182292,ijdmb:0.210009082921,wkdd:0.196712693069,classification:0.196711452707,tsdm:0.196362474582,iat:0.189207344138,icwsm:0.188547530669,widm:0.179723415326,dawak:0.176258602806,ausdm:0.168475550904,dolap:0.168203199591,admi:0.162976521709,webmine:0.14071876962,tkde:0.130351022074,dmdw:0.13005681169,riao:0.129274851422,minenet:0.113779241632,dmkd:0.112457115579,icetet:0.100545697488,vdmb:0.098521327281,dmkdttt:0.0905778787681,biodatamining:0.0867530050989,jaif:0.0774559150337,sigkdd:0.0730363209145,asunam:0.0705829086173,dasfaa:0.0634630918551,grc:0.0596338396142,aisadm:0.0552820507472,dexa:0.049595210971,ijkedm:0.0486162563769,inffus:0.0405613027847,dw:0.0388633832433,kdid:0.0361269504799,fimi:0.034875559174,csda:0.0321763287124,vldb:0.0274274516678,dq:0.0211220195271,cinq:0.0181362917562,trs:0.0156309890937,ipl:0.00869413077651,casdmkm:0.00630348197371,kelsi:0.00195359499932
Jiang Du-->itpro:0.467209554279,tgis:0.382238088387,ijkedm:0.380503762834,isjgp:0.359288678829,sigkdd:0.283820363357,jecr:0.267801531775,edm:0.261405208167,kdd:0.260472516326,mlg:0.247451965044,datamine:0.245650902272,www:0.239429596675,dmkd:0.232927431686,admi:0.227344915605,incdm:0.226460667895,sadm:0.214250840606,aisadm:0.214148860752,ijdmmm:0.191763745007,sdm:0.188407578957,ijbidm:0.187175112455,widm:0.185668307404,ausdm:0.183120103942,cidm:0.18143673949,icdm:0.17471979885,iat:0.150399833762,pkdd:0.147351294091,ijict:0.146699571112,dmin:0.145651561339,pakdd:0.144387174005,kais:0.138357533284,dmkdttt:0.131814884877,icetet:0.129799219445,tkdd:0.128571810102,oir:0.128185691539,wkdd:0.126514846591,ijkm:0.121940815361,cikm:0.118949755371,ida:0.115580979118,dis:0.111959868519,dq:0.109740139871,dexa:0.104323119074,adma:0.102797622054,kelsi:0.101865720964,jkm:0.0893750238361,vdmb:0.0887751514404,casdmkm:0.0879969118359,riao:0.0740610135658,ideal:0.0737282110396,dmo:0.0700330735363,vldb:0.0683977082188,tkde:0.0675211946975,ijicte:0.0616426946038,dw:0.0590987283924,jaif:0.0573716752081,mldm:0.0532315483057,dasfaa:0.0393686874967,asunam:0.0389023537159,minenet:0.038845174318,ijdmb:0.0385460545509,dmdw:0.0380608241993,icwsm:0.0351127309804,classification:0.0295500355372,kdid:0.0293965282934,inffus:0.0234611377663,cinq:0.0178386072972,grc:0.011243499512,fimi:0.00728047879196,tsdm:0.00596305289771,webmine:0.0,ipl:0.0,csda:0.0,dawak:0.0,biodatamining:0.0,dolap:0.0,trs:0.0
